seed_id,macro_segment,query,product_type,personalization_type,occasion,listing_id,url,title,price,review_count,rank,shop_name,saturation_count,collected_at
B002,Kids birthdays,personalized construction birthday shirt,kids T-shirt,name and age,birthday,4300305680,https://www.etsy.com/listing/4300305680/personalized-construction-truck-shirt,"Personalized Construction Truck Shirt, Custom Birthday Shirt, Custom Birthday Shirt, 4th Birthday Tee, Birthday Truck Tee, Digging It Shirt",12.09,2,16,LittleLambsLounge,,2026-09-09T16:28:26.004301+00:00
B002,Kids birthdays,personalized construction birthday shirt,kids T-shirt,name and age,birthday,1874758664,https://www.etsy.com/listing/1874758664/personalized-construction-shirt,"Personalized Construction Shirt, Equipment Shirt, Truck Kids Shirt, Dump Truck Shirt, Toddler Shirt, Boys Shirt, Construction Kids Shirt",11.97,44,18,MinimaKids,,2026-09-09T16:29:05.290942+00:00
B002,Kids birthdays,personalized construction birthday shirt,kids T-shirt,name and age,birthday,4314505549,https://www.etsy.com/listing/4314505549/personalized-construction-crew-matching,"Personalized Construction Crew Matching Shirts, Birthday Construction Shirts, Three and Diggin' It, Excavator Birthday, Toddler Birthday Tee",11.7,33,20,BlissTeeStudio,,2026-09-09T16:29:50.792745+00:00
B002,Kids birthdays,personalized construction birthday shirt,kids T-shirt,name and age,birthday,4300311031,https://www.etsy.com/listing/4300311031/personalized-birthday-shirt-custom,"Personalized Birthday Shirt, Custom Construction Truck Shirt, Custom Birthday Shirt, 5th Birthday Tee, Birthday Truck Tee, Digging It Shirt",12.09,2,27,LittleLambsLounge,,2026-09-09T16:32:11.958316+00:00
B003,Generic sports,personalized basketball birthday shirt,kids T-shirt,name and age,birthday,4341370262,https://www.etsy.com/listing/4341370262/personal-birthday-boy-shirt-custom-name,"Personal Birthday Boy Shirt, Custom Name Age Shirt, Basketball Birthday Party Shirt, Basketball Number And Name Shirt, Basketball Boy Shirt",13.24,3,1,TheSnuggleStoryCo,1000.0,2026-09-09T16:32:50.637424+00:00
B003,Generic sports,personalized basketball birthday shirt,kids T-shirt,name and age,birthday,4469833785,https://www.etsy.com/listing/4469833785/custom-born-two-ball-birthday-shirt,"Custom Born Two Ball Birthday Shirt Personalized  2nd Birthday Basketball Outfit, Sports Birthday Shirt for Toddler Boys Born 2 Ball Shirts",10.8,7,3,BlissTeeStudio,1000.0,2026-09-09T16:33:20.535755+00:00
B003,Generic sports,personalized basketball birthday shirt,kids T-shirt,name and age,birthday,4367092474,https://www.etsy.com/listing/4367092474/fire-brigade-t-shirt-birthday-shirt-with,"Firefighter T-shirt, birthday shirt with name and number, various colors, birthday gift, fire department, siren, HD21, boys' gift",18.14,29,5,CCEDesign,1000.0,2026-09-09T16:34:03.168687+00:00
B003,Generic sports,personalized basketball birthday shirt,kids T-shirt,name and age,birthday,4340443680,https://www.etsy.com/listing/4340443680/personalized-basketball-player-kids,"Personalized Basketball Player Kids Shirt - Custom Name Team Sports Game Day Net Slam Dunk Outfit - Natural Boho Toddler, Youth Tee",10.18,21,7,AlvordApparel,1000.0,2026-09-09T16:34:38.369265+00:00
B003,Generic sports,personalized basketball birthday shirt,kids T-shirt,name and age,birthday,4296288192,https://www.etsy.com/listing/4296288192/custom-rookie-of-the-year-shirt-birthday,"Custom Rookie Of The Year Shirt, Birthday Shirt, Basketball Birthday Party Shirt, Personalized Age Name, Birthday Boy Tee, Basketball Shirt",12.09,2,9,LittleLambsLounge,1000.0,2026-09-09T16:35:14.365332+00:00
B003,Generic sports,personalized basketball birthday shirt,kids T-shirt,name and age,birthday,1707801379,https://www.etsy.com/listing/1707801379/basketball-birthday-boy-shirt-custom,Basketball Birthday Boy Shirt: Custom Sport Party Tee,9.41,7,10,GraphicShirtx,1000.0,2026-09-09T16:35:30.568691+00:00
B003,Generic sports,personalized basketball birthday shirt,kids T-shirt,name and age,birthday,4309503683,https://www.etsy.com/listing/4309503683/personalized-twocool-shirt-birthday-tee,"Personalized TwoCool Shirt, Birthday Tee, Custom Retro 2nd Birthday Birthday Shirt, Second Birthday Shirt, Natural Shirt, Birthday Outfit",16.22,18,16,Just4EveryChild,1000.0,2026-09-09T16:37:33.312554+00:00
B003,Generic sports,personalized basketball birthday shirt,kids T-shirt,name and age,birthday,817823958,https://www.etsy.com/listing/817823958/basketball-t-shirt-with-customizable,"Basketball T-shirt with customizable name and number, Gift for basketball player, Popular T-shirt",22.98,12,20,MaheliaDesign,1000.0,2026-09-09T16:38:54.028134+00:00
B003,Generic sports,personalized basketball birthday shirt,kids T-shirt,name and age,birthday,1885461202,https://www.etsy.com/listing/1885461202/personalized-basketball-jersey-shorts-or,"Personalized Basketball Jersey, Shorts  or  Set: Jersey, Shorts, Ball, and Sweatband Combo!",10.89,32,23,MelissasStitches,1000.0,2026-09-09T16:40:06.826420+00:00
B003,Generic sports,personalized basketball birthday shirt,kids T-shirt,name and age,birthday,1789639573,https://www.etsy.com/listing/1789639573/personalized-name-and-age-basketball-t,"Personalized Name and Age Basketball T-shirt, Custom Matching Family Basketball, Kids Toddler Youth and Adult",12.66,3,25,TheDeQorator,1000.0,2026-09-09T16:40:47.641450+00:00
B004,Teacher / school,personalized teacher shirt,adult T-shirt,name and role,school,4541965356,https://www.etsy.com/listing/4541965356/comfort-colors-custom-teacher-name,"Comfort Colors® Custom Teacher Name Pencil T-Shirt, Coquette Bow Teacher Tee, Personalized Gift",26.62,8,1,ColorfulComfortTees,1000.0,2026-09-09T16:41:31.686100+00:00
B004,Teacher / school,personalized teacher shirt,adult T-shirt,name and role,school,4518233324,https://www.etsy.com/listing/4518233324/comfort-colors-you-can-do-hard-things,Comfort Colors 'You Can Do Hard Things' Shirt : Cute Colorful Retro Doodles 'You Got This!' Motivational Teacher Tee,30.0,4,3,AddiBettDesigns,1000.0,2026-09-09T16:42:08.117068+00:00
B004,Teacher / school,personalized teacher shirt,adult T-shirt,name and role,school,4367092474,https://www.etsy.com/listing/4367092474/fire-brigade-t-shirt-birthday-shirt-with,"Firefighter T-shirt, birthday shirt with name and number, various colors, birthday gift, fire department, siren, HD21, boys' gift",18.14,29,4,CCEDesign,1000.0,2026-09-09T16:42:32.349369+00:00
B004,Teacher / school,personalized teacher shirt,adult T-shirt,name and role,school,4524473154,https://www.etsy.com/listing/4524473154/personalized-first-grade-game-2026-shirt,"Personalized First Grade Game 2026 Shirt, First Day of School Kids T-Shirt, Back to School Gift with Custom Name",16.4,1,6,PrinzshirtDE,1000.0,2026-09-09T16:43:13.756342+00:00
B004,Teacher / school,personalized teacher shirt,adult T-shirt,name and role,school,4345383403,https://www.etsy.com/listing/4345383403/personalized-birthday-boy-shirt-jungle,Personalized Birthday Boy Shirt – Jungle Safari Birthday Shirt with Name and Age – Toddler Birthday Tee – Custom Animal Party Outfit,10.86,6,7,Just4EveryKid,1000.0,2026-09-09T16:43:31.545642+00:00
B004,Teacher / school,personalized teacher shirt,adult T-shirt,name and role,school,4553081383,https://www.etsy.com/listing/4553081383/personalized-back-to-school-shirt-custom,"Personalized Back to School Shirt, Custom Name Teacher Tee, Cute School Supplies T-Shirt, First Day of School Shirt, Teacher Gift",17.09,1,8,stitchunduttt,1000.0,2026-09-09T16:43:54.876552+00:00
B004,Teacher / school,personalized teacher shirt,adult T-shirt,name and role,school,4520586295,https://www.etsy.com/listing/4520586295/custom-name-teacher-shirt-personalized,"Custom Name Teacher Shirt, Personalized Teacher Shirt, Mrs Teacher Shirt, Cute Teacher Gift, Back To School Shirt,Kindergarten Teacher Shirt",8.46,11,9,KenArtworks,1000.0,2026-09-09T16:44:19.703034+00:00
B004,Teacher / school,personalized teacher shirt,adult T-shirt,name and role,school,4529699423,https://www.etsy.com/listing/4529699423/funny-seagulls-teacher-name-personalized,Funny Seagulls Teacher Name - Personalized Shirt - Back To School Gift For Teacher,17.09,5,10,stitchunduttt,1000.0,2026-09-09T16:44:40.674103+00:00
B004,Teacher / school,personalized teacher shirt,adult T-shirt,name and role,school,4494817351,https://www.etsy.com/listing/4494817351/third-grade-comfort-colors-shirt-3rd,Third Grade Comfort Colors® Shirt 3rd Grade Dream Team Teacher Tee Custom School Name Matching Group T-Shirt Faux Patchwork Back to School,19.95,19,11,thesmalltowngiftco,1000.0,2026-09-09T16:44:57.339865+00:00
B004,Teacher / school,personalized teacher shirt,adult T-shirt,name and role,school,4526080350,https://www.etsy.com/listing/4526080350/preschool-teacher-shirt-i-love-my-job,"Preschool Teacher Shirt, I Love My Job Tee, Colorful Back to School Gift",9.67,1,12,TonyNguyenDesign,1000.0,2026-09-09T16:45:20.987171+00:00
B005,Occupations / professions,custom mechanic shirt name,adult T-shirt,name and occupation,everyday,4540145862,https://www.etsy.com/listing/4540145862/custom-gray-mechanic-button-dickies,Custom Gray Mechanic Button Dickies Shirt With Personalized Embroidered Name down up Work Clothing,63.52,2,1,CustomgarmsStudio,,2026-09-09T16:46:00.673075+00:00
B005,Occupations / professions,custom mechanic shirt name,adult T-shirt,name and occupation,everyday,4543759499,https://www.etsy.com/listing/4543759499/custom-embroidered-mechanic-dickies,"Custom Embroidered Mechanic Dickies Shirt, Logo Work Shirt, Embroidered Company Uniform, Personalized Mechanic Shirt Gift For Men",53.6,2,3,KindWearly,,2026-09-09T16:46:39.533342+00:00
B005,Occupations / professions,custom mechanic shirt name,adult T-shirt,name and occupation,everyday,4518781382,https://www.etsy.com/listing/4518781382/personalized-baby-romper-custom-name,"Personalized Baby Romper, Custom Name Fall Outfit, Pumpkin Patch Bodysuit",12.7,2,5,MommaDebou,,2026-09-09T16:47:13.823906+00:00
B005,Occupations / professions,custom mechanic shirt name,adult T-shirt,name and occupation,everyday,4367092474,https://www.etsy.com/listing/4367092474/fire-brigade-t-shirt-birthday-shirt-with,"Firefighter T-shirt, birthday shirt with name and number, various colors, birthday gift, fire department, siren, HD21, boys' gift",18.14,29,6,CCEDesign,,2026-09-09T16:47:32.282109+00:00
B005,Occupations / professions,custom mechanic shirt name,adult T-shirt,name and occupation,everyday,4541433649,https://www.etsy.com/listing/4541433649/custom-black-mechanic-button-dickies,Custom Black Mechanic Button Dickies Shirt With Personalized Embroidered Name down up Work Clothing,63.52,1,7,CustomgarmsStudio,,2026-09-09T16:47:54.658856+00:00
B005,Occupations / professions,custom mechanic shirt name,adult T-shirt,name and occupation,everyday,1788640870,https://www.etsy.com/listing/1788640870/custom-work-shirt-name-patch-shirt,"Custom work shirt, Name Patch shirt embroidered, Redkap shop shirt, Mechanics Shirt, Retro Shirt, Custom Patch Button up, Old school look",79.86,81,10,Sewmuchfunstuff,,2026-09-09T16:48:57.117637+00:00
B005,Occupations / professions,custom mechanic shirt name,adult T-shirt,name and occupation,everyday,4448565742,https://www.etsy.com/listing/4448565742/personalized-logo-club-hat-unisex,"Personalized Logo Club Hat, Unisex Baseball Hat,Embroidered Text Baseball Hat,Bridesmaid & BestMan Gifts,Custom Monogram Dad Caps, Club Gift",1.89,61,11,AnselMaggieShop,,2026-09-09T16:49:19.269640+00:00
B005,Occupations / professions,custom mechanic shirt name,adult T-shirt,name and occupation,everyday,4489386543,https://www.etsy.com/listing/4489386543/personalized-auto-mechanic-shirt-custom,"Personalized Auto Mechanic Shirt, Custom Name Car Repair Tee, Garage Technician Uniform",27.13,2,12,HASIEK,,2026-09-09T16:49:36.170169+00:00
B005,Occupations / professions,custom mechanic shirt name,adult T-shirt,name and occupation,everyday,4460201388,https://www.etsy.com/listing/4460201388/squishmallow-birthday-party-shirt-custom,Squishmallow Birthday Party Shirt: Custom Family Matching Tee,6.76,5,13,jenbirthdaybash,,2026-09-09T16:49:51.273123+00:00
B005,Occupations / professions,custom mechanic shirt name,adult T-shirt,name and occupation,everyday,1865934645,https://www.etsy.com/listing/1865934645/personalized-disney-cars-birthday-shirt,"Personalized Disney Cars Birthday Shirt, Lightening McQueen Shirt, Disney Birthday Shirt, Disney Family Shirts, Personalized Birthday Shirts",8.75,56,17,AlexDTFtransfers,,2026-09-09T16:51:20.659698+00:00
B006,Hobbies / outdoors,personalized fishing shirt,adult T-shirt,name and hobby,everyday,1816706515,https://www.etsy.com/listing/1816706515/custom-engraved-coach-whistle-with,"Custom Engraved Coach Whistle with Lanyard,Personalized Referee Gift,Sport Gift for Coach,Team Soccer Sports Whistle,Appreciation GiftsCoach",5.41,748,1,ProseAndPoem,1000.0,2026-09-09T16:52:03.503419+00:00
B006,Hobbies / outdoors,personalized fishing shirt,adult T-shirt,name and hobby,everyday,1422912927,https://www.etsy.com/listing/1422912927/personalized-embroidered-baseball-cap,"Personalized Embroidered Baseball Cap, Custom Text Unisex Hat, Adjustable Hat",13.9,1400,2,ApexPrintingCo,1000.0,2026-09-09T16:52:24.313876+00:00
B006,Hobbies / outdoors,personalized fishing shirt,adult T-shirt,name and hobby,everyday,1834820839,https://www.etsy.com/listing/1834820839/custom-embroidered-columbia-short-sleeve,"Custom Embroidered Columbia Fishing Shirt | UPF 40, Omni-Wick",120.4,9,4,LetsGoNorth,1000.0,2026-09-09T16:53:01.404872+00:00
B006,Hobbies / outdoors,personalized fishing shirt,adult T-shirt,name and hobby,everyday,4319166542,https://www.etsy.com/listing/4319166542/reel-cool-dad-embroidered-tee-fathers,Reel Cool Dad Embroidered Tee - Fathers Day Gift - Mens Comfort Colors T Shirt - Fishing Lovers Shirt - Cool Gift for Dads,37.51,61,5,Flossandfable,1000.0,2026-09-09T16:53:23.161384+00:00
B006,Hobbies / outdoors,personalized fishing shirt,adult T-shirt,name and hobby,everyday,1216217491,https://www.etsy.com/listing/1216217491/custom-fishing-shirt-fishing-jersey-boat,"Custom Bass Fishing Jersey | Personalized Name, Logo, UPF 50+ Long Sleeve Shirt",66.49,85,7,CommandCustom,1000.0,2026-09-09T16:54:01.712224+00:00
B006,Hobbies / outdoors,personalized fishing shirt,adult T-shirt,name and hobby,everyday,1430494406,https://www.etsy.com/listing/1430494406/custom-fishing-shirt-fishing-jersey-boat,Custom Fishing Jersey | Personalized Hooded Fishing Shirt | UPF 50+ Tournament Logo | Toddler Youth Adult,66.49,74,8,CommandCustom,1000.0,2026-09-09T16:54:22.863627+00:00
B006,Hobbies / outdoors,personalized fishing shirt,adult T-shirt,name and hobby,everyday,4530422904,https://www.etsy.com/listing/4530422904/custom-fishing-performance-hoodie,Custom Fishing Performance Hoodie | Personalized Bulk Boat Fishing Team (UPF 50+),35.09,4,9,LockPonStop,1000.0,2026-09-09T16:54:48.233583+00:00
B006,Hobbies / outdoors,personalized fishing shirt,adult T-shirt,name and hobby,everyday,4308317256,https://www.etsy.com/listing/4308317256/custom-logo-microphone-foam-cover-4,Custom Logo Microphone Foam Cover: 4-Sided Sponge Windshield,40.28,27,12,ITWheel,1000.0,2026-09-09T16:55:45.037481+00:00
B006,Hobbies / outdoors,personalized fishing shirt,adult T-shirt,name and hobby,everyday,4356374863,https://www.etsy.com/listing/4356374863/custom-hawaiian-shirt-with-phototext,Custom hawaiian shirt with photo/text-birthday party gift-bachelor party gift-gift for dad/grandpa-beach party shirt-birthday pool party,15.12,68,14,ArtTrueDesign,1000.0,2026-09-09T16:56:29.394821+00:00
B006,Hobbies / outdoors,personalized fishing shirt,adult T-shirt,name and hobby,everyday,4399105371,https://www.etsy.com/listing/4399105371/personalized-fishing-long-sleeve-shirt,"Personalized Fishing Long Sleeve Shirt with Marlin and Boat Graphic, Custom Name Sleeves, Compass Design",33.48,1,16,bitzyone,1000.0,2026-09-09T16:57:13.255942+00:00
B007,Family / relatives,personalized grandpa shirt,adult T-shirt,name and family relation,family gift,1816706515,https://www.etsy.com/listing/1816706515/custom-engraved-coach-whistle-with,"Custom Engraved Coach Whistle with Lanyard,Personalized Referee Gift,Sport Gift for Coach,Team Soccer Sports Whistle,Appreciation GiftsCoach",5.41,748,1,ProseAndPoem,1000.0,2026-09-09T16:57:57.600308+00:00
B007,Family / relatives,personalized grandpa shirt,adult T-shirt,name and family relation,family gift,1422912927,https://www.etsy.com/listing/1422912927/personalized-embroidered-baseball-cap,"Personalized Embroidered Baseball Cap, Custom Text Unisex Hat, Adjustable Hat",13.9,1400,2,ApexPrintingCo,1000.0,2026-09-09T16:58:16.523370+00:00
B007,Family / relatives,personalized grandpa shirt,adult T-shirt,name and family relation,family gift,4409068330,https://www.etsy.com/listing/4409068330/personalized-grandpa-shirt-custom,"Personalized Grandpa Shirt, Custom Grandpa With Kids Names Shirt, My Favorite People Call Me Grandpa E8465",25.4,82,3,ThreePinkStars,1000.0,2026-09-09T16:58:31.243837+00:00
B007,Family / relatives,personalized grandpa shirt,adult T-shirt,name and family relation,family gift,4356374863,https://www.etsy.com/listing/4356374863/custom-hawaiian-shirt-with-phototext,Custom hawaiian shirt with photo/text-birthday party gift-bachelor party gift-gift for dad/grandpa-beach party shirt-birthday pool party,0.0,68,4,ArtTrueDesign,1000.0,2026-09-09T16:58:56.071125+00:00
B007,Family / relatives,personalized grandpa shirt,adult T-shirt,name and family relation,family gift,1722931199,https://www.etsy.com/listing/1722931199/custom-hawaiian-shirt-with-phototext,Custom hawaiian shirt with photo/text-birthday party gift-bachelor party gift-gift for dad/grandpa-beach party shirt-birthday pool party,15.12,160,5,ArtTrueDesign,1000.0,2026-09-09T16:59:18.843206+00:00
B007,Family / relatives,personalized grandpa shirt,adult T-shirt,name and family relation,family gift,1751716677,https://www.etsy.com/listing/1751716677/personalized-grandpa-shirt-papa-shirt,"Personalized Grandpa shirt, Papa shirt with name, Fathers Day Shirt custom name, My favorite people call me,Grandkids Names, Grandpa Shirt",14.51,113,6,SnappyCart,1000.0,2026-09-09T16:59:41.989374+00:00
B007,Family / relatives,personalized grandpa shirt,adult T-shirt,name and family relation,family gift,1719727275,https://www.etsy.com/listing/1719727275/custom-hawaiian-shirt-with-phototext,Custom hawaiian shirt with photo/text-birthday party gift-bachelor party gift-gift for dad/grandpa-Shirt with name/text-birthday pool party,15.12,24,7,ArtTrueDesign,1000.0,2026-09-09T16:59:59.099584+00:00
B007,Family / relatives,personalized grandpa shirt,adult T-shirt,name and family relation,family gift,4517000073,https://www.etsy.com/listing/4517000073/grandpa-fishing-shirt-with-grandkids,"Grandpa Fishing Shirt With Grandkids Names, Personalized Fishing Grandpa Gift, Custom Grandpa Shirt, Fisherman Grandpa Tee",14.48,7,8,IncaFindsMerch,1000.0,2026-09-09T17:00:24.102630+00:00
B007,Family / relatives,personalized grandpa shirt,adult T-shirt,name and family relation,family gift,1695304119,https://www.etsy.com/listing/1695304119/custom-grandkids-name-grandpa-shirt,"Custom Grandkids Name Grandpa Shirt, Father's Day Gift",10.88,84,10,TonyNguyenDesign,1000.0,2026-09-09T17:01:04.760365+00:00
B007,Family / relatives,personalized grandpa shirt,adult T-shirt,name and family relation,family gift,4311822617,https://www.etsy.com/listing/4311822617/custom-papa-shirt-with-kids-names-best,"Custom Papa Shirt With Kids Names, Best Papa Shirt With American Flag, Fathers Day Gift For Papa, Papa To Be, Cool Papa Sweatshirt S03507",25.4,109,11,TruePassionStyles,1000.0,2026-09-09T17:01:22.130508+00:00
B008,Family / relatives,personalized dad shirt,adult T-shirt,name and family relation,family gift,1751716677,https://www.etsy.com/listing/1751716677/personalized-grandpa-shirt-papa-shirt,"Personalized Grandpa shirt, Papa shirt with name, Fathers Day Shirt custom name, My favorite people call me,Grandkids Names, Grandpa Shirt",14.51,113,1,SnappyCart,1000.0,2026-09-09T17:02:06.243245+00:00
B008,Family / relatives,personalized dad shirt,adult T-shirt,name and family relation,family gift,4356374863,https://www.etsy.com/listing/4356374863/custom-hawaiian-shirt-with-phototext,Custom hawaiian shirt with photo/text-birthday party gift-bachelor party gift-gift for dad/grandpa-beach party shirt-birthday pool party,15.12,68,2,ArtTrueDesign,1000.0,2026-09-09T17:02:24.016925+00:00
B008,Family / relatives,personalized dad shirt,adult T-shirt,name and family relation,family gift,4311822617,https://www.etsy.com/listing/4311822617/custom-papa-shirt-with-kids-names-best,"Custom Papa Shirt With Kids Names, Best Papa Shirt With American Flag, Fathers Day Gift For Papa, Papa To Be, Cool Papa Sweatshirt S03507",25.4,109,3,TruePassionStyles,1000.0,2026-09-09T17:02:45.489006+00:00
B008,Family / relatives,personalized dad shirt,adult T-shirt,name and family relation,family gift,1722931199,https://www.etsy.com/listing/1722931199/custom-hawaiian-shirt-with-phototext,Custom hawaiian shirt with photo/text-birthday party gift-bachelor party gift-gift for dad/grandpa-beach party shirt-birthday pool party,15.12,160,4,ArtTrueDesign,1000.0,2026-09-09T17:03:05.614455+00:00
B008,Family / relatives,personalized dad shirt,adult T-shirt,name and family relation,family gift,4308317256,https://www.etsy.com/listing/4308317256/custom-logo-microphone-foam-cover-4,Custom Logo Microphone Foam Cover: 4-Sided Sponge Windshield,40.28,27,5,ITWheel,1000.0,2026-09-09T17:03:28.827026+00:00
B008,Family / relatives,personalized dad shirt,adult T-shirt,name and family relation,family gift,1719727275,https://www.etsy.com/listing/1719727275/custom-hawaiian-shirt-with-phototext,Custom hawaiian shirt with photo/text-birthday party gift-bachelor party gift-gift for dad/grandpa-Shirt with name/text-birthday pool party,15.12,24,6,ArtTrueDesign,1000.0,2026-09-09T17:03:47.886209+00:00
B008,Family / relatives,personalized dad shirt,adult T-shirt,name and family relation,family gift,1816706515,https://www.etsy.com/listing/1816706515/custom-engraved-coach-whistle-with,"Custom Engraved Coach Whistle with Lanyard,Personalized Referee Gift,Sport Gift for Coach,Team Soccer Sports Whistle,Appreciation GiftsCoach",5.41,748,7,ProseAndPoem,1000.0,2026-09-09T17:04:07.119632+00:00
B008,Family / relatives,personalized dad shirt,adult T-shirt,name and family relation,family gift,4465643430,https://www.etsy.com/listing/4465643430/personalized-papa-t-shirt-with-names-est,"Personalized Papa T Shirt with Names & EST Year, Custom Dad Shirt, Papa Shirt, Father’s Day Gift, New Dad Gift, Papa Sweatshirt or Hoodie",21.67,24,8,SimplyMargueriteCo,1000.0,2026-09-09T17:04:22.878321+00:00
B008,Family / relatives,personalized dad shirt,adult T-shirt,name and family relation,family gift,1422912927,https://www.etsy.com/listing/1422912927/personalized-embroidered-baseball-cap,"Personalized Embroidered Baseball Cap, Custom Text Unisex Hat, Adjustable Hat",13.9,1400,9,ApexPrintingCo,1000.0,2026-09-09T17:04:41.007310+00:00
